Label,Description
Braves Smoltz May Rejoin Teams Rotation AP,AP John Smoltz might rejoin Braves rotation Atlanta finds another closer
Smoltz could return rotation,ANAHEIM Calif 39s chance John Smoltz could return Atlanta Braves 39 rotation team finds another closer
Israeli Labour party could clinch coalition deal Sharon 39in ltbgtltbgt,Israel 39s opposition Labour party began talks Prime Minister Ariel Sharon 39s Likud party yesterday joining coalition partnership aimed promoting military withdrawal Gaza
Powell Arab democracy Middle East ready convert,first unveiled world American dream spreading democracy right across Middle East time US secretary state Colin Powell came launch administrations quotbig
Australian man killed shark Great Barrier Reef Canadian Press,Canadian Press CAIRNS Australia AP 38yearold Australian man bled death Saturday rescued jaws shark spearfishing Great Barrier Reef authorities said
ST TeleTM Intl buy 477 Idea,Mumbai Singapore Technologies Telemedia TM International announced consortium signed definitive agreements acquisition 477 per cent stake Idea Cellular
Arsenal boss Flamini Cesc job Chelsea,Arsenal boss Arsene Wenger dismissed claims today 39s clash Chelsea decide title race said quotThe season finished say Chelsea already better last year
Golf Englishman Neil Cheetham leads one Mpumalanga,England 39s Neil Cheetham leads one shot going final round Dunhill Classic Leopard Creek solid 69 Saturday
Israeli Labour amp Sharon coalition talks,Coalition peace talks begun Israel 39s opposition Labour party Prime Minister Ariel Sharon Labour leader Shimon Peres said party want guarantee government fulfils
Gamers hit stores release quotPlayStation Portable quot,Computergame enthusiasts flocked software retailers across country buy quotPlayStation Portable quot PSP hit store shelves Sunday
Qassam rockets hit western Negev community,Two Qassam rockets landed western Negev Saturday morning causing damage home casualties reported rocket fire originated northern Gaza Strip
Peace SKorea Explains Atomic TestsNorth,SEOUL Reuters North Korea dismantle nuclear programs improve ties South Korea questions Souths nuclear experiments clearly answered Pyongyang said Sunday
Parliament passes noconfidence bid,NAIROBI Kenya Somalias parliament passed motion noconfidence new prime minister Cabinet yesterday official said effectively sacking government expected restore order country 13 years anarchy war deputy speaker 275member transitional parliament Dalhar Omar said 153 members voted Prime Minister
Rapidly expanding Vietnam Airlines ready take America,HANOI Yesterday Vietnam today Asia tomorrow United States Vietnam Airlines expanded point even eyeing huge American market move would unthinkable long ago
Big Green slip Wildcats,Mike Lang careerhigh 25 points including goahead jumper 116 remaining lift Dartmouth 6967 nonconference victory New Hampshire last night Hanover NH Langs basket broke 6666 tie Dartmouth 33 fouled Wildcats Jermaine Anderson hit one two free throws make 6867 54 seconds left
Klitschko wins 8th,LAS VEGAS Vitali Klitschko made one thing clear last night heavyweight division finished Mike Tyson really
Klitschko good Williams,Vitali Klitschko proved strong Danny Williams retained world championship crown Las Vegas last night Williams vowed continue boxing despite outclassed Klitschko
Miller Wins Giant Slalom Maier Falters,Bode Miller fifth victory World Cup season giant slalom Sunday three men ahead faltered
Red Sox aim jugular,Yankees quietly celebrating free agency victory Red Sox snaring New Englander Carl Pavano fouryear deal excess 38 million one gloated long
Myanmar Releases Hundreds Prisoners,Two prominent prodemocracy leaders among hundreds prisoners released Myanmar prison Sunday part broad amnesty granted country 39s ruling junta prisoners family members said
Delaney keen quotput things right quot,Mark Delaney wants Aston Villa quotstamp authority midlands football quot finally overcoming Birmingham Sunday 39s derby
Technology STT Telekom Malaysia buy 48 pct Idea,Singapore governmentowned STT TM International international investment arm Telekom Malaysia said statement Saturday signed quotdefinitive agreements quot buy entire stake Cingular Wireless Idea
Everton beats Liverpool 10 Merseyside Derby,Lee Carsley scored winner 68th minute giving Everton 10 victory Saturday Liverpool 200th Merseyside Derby
Feyenoord cuts PSV 39s lead three,Feyenoord cut PSV Eindhoven 39s lead atop Dutch Premiership three points Sunday Bart Goor equalized two minutes injury time 33 draw leaders
Poutiainen Wins Plays Cup Hopes,Finland 39s Tanja Poutiainen snatched back women 39s World Cup lead third victory Alpine ski season Sunday played chances winning overall title
George sits first time career,Irving TX Sports Network Dallas Cowboys running back Eddie George inactive Sunday 39s game New Orleans healthy scratch missed game first time NFL career
Sony takes Nintendo portable game console market PSP AFP,AFP Sony launched frontal assault Nintendos domination portable game console market kicking Japan sales new PlayStation Portable PSP drawing huge lines Tokyo
Romanians vote new President,BUCHAREST Romanians voted new president Sunday fighting corruption joining EU main themes runoff round pitting Prime Minister Adrian Nastase Bucharest Mayor Traian Basescu
Magnificent Manning Sets Another Record,HOUSTON Sports Network Indianapolis Colts quarterback Peyton Manning threw two touchdown passes first quarter Sundays game Houston Texans Reliant Stadium set NFL record consecutive games multiple TD throws
Four Israeli soldiers killed Barghuti pulls presidential ltbgtltbgt,RAFAH Gaza Strip AFP Four Israeli soldiers killed Palestinian militants blew tunnel army post Gaza jailed intifada leader Marwan Barghuti pulled Palestinian elections
New Report Links Reputed Kingpin Murder,Fifteen years ago American journalist Todd Smith brutally beaten executed ventured Perus jungle investigate links Shining Path guerrillas cocaine trade
21 Purdue Beats W Michigan 7442 AP,AP Erin Lawless scored careerhigh 26 points grabbed seven rebounds 21 Purdue beat Western Michigan 7442 Sunday
Palestinians need another tyrant,YASSER Arafat dead socalled moderate chairman Palestine Liberation Organization Elections choose Palestinian Authority president scheduled West Bank Gaza early January
Orioles Target Sexson,Free agent first baseman Richie Sexson appears top Orioles wish list meeting teams suite Saturday
Disney takes sides battle next generation DVD,Hollywood movie powerhouse Walt Disney taken sides Japans Sony Corp bitter battle studios define technical standard next generation DVDs said
Iran cease negotiations EU case dead end,top Iranian official said Sunday Iran would withdraw negotiations European Union EU upcoming talks Brussels turned deadend official IRNA news agency reported
Australia Babcock amp Brown Pursue Listed Investment Co,SYDNEY Dow JonesBabcock amp Brown Ltd BNBAU said Monday plans raise much A1 billion externally managed investment company target longterm investments
Airborne CellPhone Ban Likely Remain Reuters,Reuters Hopes worries USregulators soon end ban using wireless phonesduring US commercial flights likely least year ortwo early government officials analysts say
NASA Chief Applies Job LSU AP,AP NASA Administrator Sean OKeefe resign week government official said Sunday spokesman Louisiana State University said OKeefe leading candidate become chancellor
Sony 39s game war advances next level,Rival Sony began worldwide assault yesterday launching new handheld console PlayStation Portable gamecrazy Japan Sony aims seek destroy GameBoy maker Nintendo 39s 5billion hold
US mounts fresh attack Taliban,USled militarycoalition Afghanistan beguna big offensive militants loyal ousted Taliban regime attempt quash attempt disrupt parliamentary elections next spring
Important Rules Phone Market Face FCC Vote,Next week FCC likely change rules unbundled networks largely ways favorable Regional bells
IBM Sought China Partnership Sale,Inside IBM issue whether stay personal computer business debated decade issue put rest last week
Diamondbacks Clayton Reach Agreement AP,AP Royce Clayton Arizona Diamondbacks reached preliminary agreement Sunday 3613 million oneyear contract
Krzyzewski Wins 700,Shelden Williams collects 18 points 15 rebounds give Duke 8254 triumph Toledo Coach Mike Krzyzewski 700th career win Sunday
Arsenal manage draw,LONDON Arsenal manager Arsene Wenger praised Thierry Henry 39s speed thought striker stroked home quick freekick helped champions Arsenal 22 draw Premiership leaders Chelsea Highbury last night
Bank England Says Dollar Decline Increases Risk Banks,possibility slide dollar decline demand US assets become one potential risks financial stability Bank England said semiannual Financial Stability Review
Kid Stays Home Dressed PJs Live Mike,Robert Evans fabled Hollywood producer man town enjoying latest gig satellite radio talkshow host comfort home
SCHUMER 39RETURNS 39 FIRE RETAILERS,Sen Charles Schumer yesterday criticized retail grinches stealing Christmas blacklisting customers return many gifts
Report Construction boom ahead,report released Monday Washingtonbased Brookings Institution says half residential commercial industrial buildings 2030 largest metropolitan areas 39t yet exist
Seahawks Take NFC West,Seahawks deny Falcons twopoint try tie time remaining wrap NFC West 2826 Sunday
Poes condition worsensdoctors,2nd UPDATE MOVIE actor Fernando Poe Jr 39s condition deteriorated according bulletin doctors issued Monday still coma multiple organ system involvement
Homeless families total 100000,figure homeless families England topped 100000 first time
layoff Poole eases back action,FOXBOROUGH Tyrone Poole said probably could count number plays got one hand missing seven games knee surgery Patriots starting cornerback pleased get back field
Os Still Fishing,big fish like Richie Sexson still looking work prizes like Tim Hudson dangled market Orioles remain hopeful bag big catch
Update 1 London Exchange Rejects German Proposal,London Stock Exchange PLC received rejected bid proposal Germany 39s main stock exchange Deutsche Boerse AG exchanges said Monday
Former Philippine presidential candidate deteriorating ltbgtltbgt,former presidential candidate movie actor Fernando Poe Jr 39s condition deteriorated suffered stroke doctors said Monday
Shah Rukh Khan apologises Buddhist monks,COLOMBO Bollywood superstar Shah Rukh Khan apologised Sri Lanka 39s protesting Buddhist monks timing mega concert coincides death anniversary popular priest said show go
Chen Pressure Work Taiwan Opposition,TAIPEI Reuters Taiwan President Chen Shuibian pressure find ways work oppositiondominated parliament party suffered surprise setback weekend legislative elections
Econ Edge Economic Week,President Bush 39s White House conference economy sure attract nation 39s political economic superstars Washington week
Indonesian diplomats asked help improve RI 39s bad image,JAKARTA Antara President Susilo Yudhoyono asked Indonesian diplomats Monday help government improve Indonesia 39s bad image
China wary Taiwan poll result,Chinas media responds cautiously election setback suffered Taiwans proindependence DPP
Fiat General Motors square Switzerland,MILAN AFP Sharp differences Fiat Group General Motors option Fiat sell lossmaking auto operations GM focus meeting two companies Zurich Tuesday
Oracle Acquire PeopleSoft,Oracle Corp announced today signed definitive merger agreement acquire PeopleSoft Inc approximately 103 billion ltFONT faceverdanaMS Sans Serifarialhelvetica size2 color666666gtltBgtAPltbgtltfontgt
Poll right let Henry score,Referee Graham Poll insisted acted within laws game allowed Thierry Henry take quick freekick yesterday
LSE says German exchange second time,LONDON CBSMW Failed efforts merge stock exchanges littered trading landscape recent years German stock exchange 39t giving creating panEuropean British market trading stocks derivatives
Rams Beat Jets OT Clinch Playoff Berth AP,AP St Louis Rams finale end needed much New York Jets Marc Bulger threw 450 yards three touchdowns Jeff Wilkins hit 31yard field goal 303 left overtime Sunday give Rams 3229 win New York Jets clinching fourth playoff berth five seasons coach Mike Martz
NBA Wrap ONeal Wade Help Heat Beat Raptors,NEW YORK Reuters Shaquille ONeal Dwyane Wade scored 20 points added nine rebounds Miami Heat notched fourth consecutive win dumping struggling Toronto Raptors 10698 Sunday
Paul Tellier leaving immediately chief executive Bombardier,MONTREAL CP Paul Tellier disembarked president chief executive officer Bombardier Inc bombshell announcement Monday morning came Montrealheadquartered multinational transportation
Two Aid Workers Killed Attack Darfur Aid Convoy,KHARTOUM Reuters Two employees British charity killed Sudans troubled Darfur region Sunday convoy came fire aid agency said Monday
Bangladesh boss slams detractors,Bangladeshs coach says still deserve Test status 30th defeat India
Weeks delay Delta launcher,Boeings new heavylift Delta 4 rocket must wait week making maiden flight
DaimlerChrysler GM team hybrid engines,General Motors DaimlerChrysler say 39re teaming develop hybrid technology use vehicles two giant automakers say signed memorandum understanding
Software revenue pushes Oracle 39s Q2 earnings,Oracle Corp reported secondquarter 2005 earnings beat analyst expectations Monday thanks new software revenue continued gains license updates product support
Oracle strikes friendly deal PeopleSoft US2650 share,18 months conflict friendly merger deal struck Oracle Corp PeopleSoft Inc former raised quotfinal quot offer 10 per cent
Notre Dame situation columnist shaking head,Puzzling best word describe Notre Dames attempt find new head football coach dumping Tyrone Willingham unceremoniously two weeks ago
Saddam 39s jailed top aides hold food protest,Eight 11 detainees briefly refuse food prisoner rights including family visits access media BAGHDAD US army said eight toppled Iraqi leader Saddam Hussein 39s jailed lieutenants briefly
Spanish Leader Denies Gain Bombings AP,AP Spains prime minister heckled Monday opposition lawmakers angrily denied Socialist party instigated antigovernment rallies eve general election reap political benefit Madrid train bombings
HP shifts focus HPUX,HewlettPackard dropped plans beef HPUX operating system new high availability clustering technology obtained 2002 acquisition Compaq company instead shift development focus new areas attempts convince customers still life venerable Unix operating system
NASA Chief Taking,Named head NASA President Bush December 2001 Sean 39Keefe acknowledged experience astronautics management style aimed practical economy
Israel Renovate Crumbling Entrance Disputed Holy Site Jerusalems Old City AP,AP Israel renovate crumbling entrance disputed holy site Jerusalems Old City revered Jews Muslims officials said Monday
Bombardier shares slump CEO leaves,Bombardier troubled Canadian maker aircraft trains saw shares fall around 20 per cent Toronto announced Paul Tellier stepping early president chief executive officer
US retail sales climb 01 percent November,WASHINGTON US retail sales rose 01 percent November better expected start crucial holiday shopping season seasonally adjusted government figures showed
UK 39s Jaguar Workers Vote Strike,Workers Ford Motor Co 39s luxury British car unit Jaguar voted strike plans cut jobs scale back production unions said Monday
Pakistan denies report CIA bases Pakistan Osama hunt,ISLAMABAD Pakistan secret CIA bases Pakistan hunt Osama bin Laden Pakistan says denying New York Times report says spy agency concluded bin Laden sheltered
Congo Army Factions Clash East Army Officer,Army reinforcements sent bolster Democratic Republic Congo 39s fragile border region Rwanda clashed former rebel units within army local military commander said Sunday
Poll cost us victory Cech,Referee Graham Poll came renewed fire today goalkeeper Petr Cech blamed costing Chelsea victory Highbury allegedly reneging promise blow whistle Thierry Henrys freekick
Mazu scores VC lifeblood Symantec others,Mazu Networks Cambridge Massachusetts network intrusion prevention system IPS technology company secured another round venture capital funding including stake security software giant Symantec
Turkey cautiously optimistic EU bid ahead crunch summit,ANKARA Dec 13 AFP Turkey cautiously optimistic Monday would obtain favorable result week 39s crunch summit European Union leaders decide Ankara 39s membership bid warned 25nation bloc cross Ankara 39s
Moves toward moderation Mideast,One month Yasser Arafat 39s death realignments sides PalestinianIsraeli divide raising fragile hopes mutual retreat four years fighting
Donotcall bill could introduced today,federal government hopes introduce legislation today establish donotcall registry consumers want stop endless telemarketing pitches
GM Daimler Go Green,Oil prices fallen recent weeks record highs relieving anxieties consumers economists alike However OPEC recently signaled 39s ready price black
Sun Unveils Next Generation Client Technology,SANTA CLARA Calif Dec 13 PRNewswireFirstCall Sun Microsystems Inc NASDAQSUNW today unveiled next generation Sun RayTM Server Software 30 interoperable platform enables instant
Poll right let Henry 39s Arsenal goal stand,Ref Graham Poll insists 39t get wrong allowing Arsenal 39s Thierry Henry take freekick early Chelsea yesterday
Travel Column Australia Aboriginal Eyes,weeks TravelWatch column profiles Anangu Tours Aborigineowned tour company Australias Red Center
GM Daimler Go Green,Teamup help companies compete fill gaps firms portfolios
Least 10 Iraqis Killed Insurgent Attack,Officials Iraq say least 10 Iraqis killed several others wounded separate insurgent attacks across country
UnitedHealthcare pays 35M settle Medicare fraud claim,UnitedHealthcare Insurance Co branch UnitedHealth Group pay 35 million settle charges defrauded Medicare program US Department Justice announced Monday
GM DaimlerChrysler plan hybrid cars,SOUTHFIELD MICHIGAN General Motors Corp DaimlerChrysler AG jointly develop petroleumelectric power system catch Toyota Motor Corp Honda Motor Co socalled hybrid vehicles save fuel cut tailpipe emissions
North Korea review role nuclear talks,SEOUL North Korea seriously reconsidering role talks nuclear programs sees concerted campaign topple government Pyongyang North Korean Foreign Ministry said Monday
Lockheed Launch Rocket Boeing Gets New Date Reuters,Reuters Lockheed Martin Corp Mondayannounced launch Atlas V rocket Dec 17 asplanned Boeing Co waited reschedule launch itsDelta IV heavylift rocket forced abandon onSunday
Bengals Palmer Questionable Sunday,CINCINNATI Sports Network Cincinnati Bengals quarterback Carson Palmer questionable Sundays game Buffalo MRI exam Monday revealed serious damage left knee
Intuit gets deeper revamps Quicken,software maker adds network management application also updates Quicken personalfinance software
Navy awash new IBM supercomputers,Defense Dept buy second supercomputer Naval Oceanographic Office
Atheros reaches electronics devices,Chipmaker announces new chipset reference design consumer devices PCs
Skybox updates risk management wares,BOSTON New software Skybox Security help companies monitor networks comply US federal state data security regulations even help prepare networks dangerous new Internet worms according company
NASA administrator resign,WASHINGTON Sean 39Keefe resigning three tumultuous years heading US space program White House said Monday
Microsoft Unveils Software Find Files AP,AP Microsoft Corp Monday joined battle supremacy socalled desktop search introducing software quickly locating files personal computers challenges Googles twomonthold rival product
McCain Optimistic Steroid Test Deal AP,AP Sen John McCain guardedly optimistic major league baseball players could reach agreement tougher testing steroids
Pinochet ordered stand trial murder,Augusto Pinochet former Chilean dictator ordered house arrest yesterday charged kidnapping murder dating back 17year rule
Report Says NHL Reject Proposal,NHL appears poised reject proposal made players union included 24 percent reduction pay concessions hard salary cap
Woman drops sexual assault suit vs Colorado,One three women suing University Colorado said school 39s failure protect sexual assault football players dropped federal lawsuit
Car Bomb Kills 11 Near Green Zone,car bomb exploded line vehicles waiting enter Green Zone early Monday killing least 11 Iraqis
Pedro picks Mets Lee dealt Brewers,Pedro Martinez picked New York Mets Boston Red Sox Chicago White Sox dealt Carlos Lee Milwaukee Scott Podsednik reliever Monday baseball 39s annual winter meetings finished many top stars still searching
China move textile exports gets cautious response,US European Union responded cautiously yesterday China 39s surprise undertaking impose duties textile exports step said designed ensure quotsmooth
Red Sox say goodbye Pedro Martinez,Pedro Martinez closed fouryear deal New York Mets Boston Red Sox resigned Monday losing threetime Cy Young Award winner
Afghanistan Official Bashardost Resigns AP,AP Afghan Cabinet minister resigned Monday President Hamid Karzai rejected drive shut relief groups accused wasting money expensive cars houses
Bush Selects EPA Head Secretary Health,selection Michael Leavitt former governor Utah shape cabinet President Bushs second term become clear
Family takes helm Bombardier,Canada 39s Bombardier family taken back management control troubled transport equipment maker bears name following sudden departure Paul Tellier chief executive
Coleman Enjoys Fulhams Battling Display,Fulham manager Chris Coleman delighted side 39s secondhalf performance brought hardearned point 11 draw Manchester United Craven Cottage
Gray Demon Deacons Swing Back Action Seek Shoot ltbgtltbgt,Justin Gray ample amount time get shooting stroke ready Gray 6 Wake Forest back action eightday break visit Temple Monday
Cavaliers activate Wagner,CBC SPORTS ONLINE Cleveland Cavaliers activated Dajuan Wagner injured list Monday second time season Wagner missed five games inflamed right arch earlier sitting seven games sprained right ankle
Symantec Said Talks Veritas,Symantec produces Norton line computer products talks acquire Veritas Software maker data backup programs
US Market Cellphone Users Often Talk,Users United States continue think cellphone device talking text messaging Marketers however hope change soon possible
Pakistan questions Indian arms shopping spree,ISLAMABAD second round expertlevel talks nuclear confidence building measures CBMs Pakistan India starts today government says recent statements coming New Delhi quotdisturbing quot sound quotparanoid quot
Yahoo Hires Chief Data Officer,move implications ad targeting reporting Yahoo hired Usama Fayyad cofounder company known Revenue Science newlycreated position Chief Data Officer
PeopleSoft gives Oracle takes bid,PeopleSoft Inc capitulated Oracle Corp accepting sweetened 103 billion takeover offer end 18month battle pitted PeopleSoft investors led ouster chief executive
US admits Afghan jail deaths,US army says people previously acknowledged died custody Afghanistan
Firefox crosses 10m mark,US web browser developer Mozillas opensource browser Firefox recorded 10m downloads since launched November
Firefox Turns Browser War Heat,Firefox Mozillabased opensource browser grown third past month according WebSideStory independent Web metrics firm
picked right time start making shots,Insecurity great motivator Facing increasing criticism shot selection prospect losing starting job return twotime AllStar Allan Houston young
Suicide Car Bomber Hits Baghdad Checkpoint Reuters,Reuters suicide car bomber struck entranceto Baghdads Green Zone government compound Tuesday 24 hoursafter almost identical attack checkpoint thefirst anniversary Saddam Husseins arrest
Fashionably late,women want Luciano Manganella owner trendy Boston womens boutique JasmineSola pretty good idea 34 years business hes plotting major expansion
CEO quits worlds top maker trains,Paul Tellier stepped president chief executive Bombardier Inc yesterday surprising investors sending train plane makers shares much 26 percent 10year low
NASA chief Sean 39Keefe quits,Washington NASA Administrator Sean 39Keefe resigned spending three turbulent years helm US space agency saw crash Columbia space shuttle painful probe disaster severe austerity measures
Big merger could box Qwest,Qwest Communications may immediately affected SprintNextel merger options could become limited one time Qwest Sprint viewed possible merger partners
ICANN Gives Preliminary OK 2 Domains,NEW YORK Dec 13 2004 Internet 39s key oversight agency gave preliminary nod Monday new domain names targeting mobile services jobs market
Take Two Torts Call Morning,friction sometimes strains patientdoctor relationship lawyers seek medical care alltime high
US Supreme Court Hear FileSharing Case,WASHINGTON US Supreme Court take one key arguments use filesharing services justices consider whether peertopeer Internet filesharing services held responsible
Sony Samsung CrossLicense Patents,Sony Corp Samsung Electronics said Tuesday agreed share patents basic technology speed product development avoid adding growing number crossborder patent disputes
White Sox trade Lee Brewers,Chicago White Sox traded outfield slugger Carlos Lee Milwaukee Brewers outfielder Scott Podsednik reliever Luis Vizcaino player named deal announced yesterday baseballs winter meetings Anaheim Calif
Vodafone Drops Report Supports Bid Sprint Update2,Shares Vodafone Group Plc world 39s largest mobilephone operator dropped Wall Street Journal said company considering bidding US partner Verizon Communications Inc
Former coach hits Bob Woolmer,Javed Miandad come strongly Bob Woolmer 39s coaching methods extremely sceptical Pakistan 39s chances Test series Australia
Music filesharing case heads high court,eeding pleas entertainment industry US Supreme Court agreed consider calling halt Internet filesharing allows millions computer users obtain free copies movies music
Boycott Rethink Ahern Apology,DUP last night reconsidering boycott talks Irish government Taoiseach Bertie Ahern apologised party leader Ian Paisley
US Army Deserter Welcomed Japan AP,AP Villagers remote Japanese isle Sado warmly welcomed US Army deserter Charles Jenkins since arrived Japanese wife two North Koreaborn daughters week ago wife said Tuesday
Worlds Tallest Bridge Soars French Valley,bridge officially designated tallest world inaugurated President Jacques Chirac southern France Tuesday
McGrath identifies targets,Perth Australia 39s premier paceman Glenn McGrath renowned preTest plans target specific batsmen said Tuesday captain InzamamulHaq oneday run machine Yousuf Youhana keys Pakistan 39s batting lineup
Hanover Striker Mathis Return US,Hanover 96 striker Clint Mathis return United States year Bundesliga German club said Tuesday
Green Tosses 3 Touchdown Passes Chiefs Titans,NEW YORK Reuters Trent Green hit Eddie Kennison nineyard touchdown pass 37 seconds left give Kansas City Chiefs wild 4938 win Tennessee Titans Nashville Monday
Manpower survey forecasts slow hiring early 2005,planning look job Kalamazoo area first quarter 2005 might find going slow pace hiring among area employers expected slow first quarter
Toys Toys,Trust 39t want see desperate parents shopping holidays Circuit City NYSE CC last week saw mother pleading sales clerk Nintendo DS portable video game system
Iraq Trials Hussein 39s Aides May Start Next Week Allawi Says,Iraq may begin war crimes trials senior members Saddam Hussein 39s former regime soon next week Iraqi Prime Minister Ayad Allawi said
Trade Gap Swells Expected,US trade deficit widened nearly 9 percent October record 555 billion skyhigh oil prices helped propel imports uncharted territory government said Tuesday
Orbitzs Michael Sands Named President AP,AP Travelreservations Web site Orbitz Inc Tuesday said named former chief marketing officer Michael Sands president
Intel confirms dualcore desktop Smithfield,two Prescotts one package singledie part
Bond game fails shake stir,GoldenEye Rogue Action fails deliver promise name struggles generate originals massive sense fun
Worldwide PC Market Seen Doubling 2010,NEW YORK Reuters number personal computers worldwide expected double 13 billion 2010 driven explosive growth emerging markets China Russia India according report released Tuesday Forrester Research Inc
EA Signs FiveYear Exclusive NFL Deal,Electronic Arts announced exclusive licensing relationships National Football League PLAYERS INC develop publish distribute interactive football games
Egypt Israel sign US trade accord 25 years peace treaty AFP,AFP partnership hailed major boost often chilly ties Egypt Israel signed first joint trade accord United States since historic peace treaty 25 years ago
Merck plans 5100 job cuts yearend,Merck amp Co plans cut workforce 5100 jobs end yearabout 700 originally planned Whitehouse Station NJbased Merck said materials filed Securities Exchange
Sprint Center Attention Nextel Verizon Wireless,Sprint Corp 39s enterprise operation including nationwide fiberoptic network suddenly looking like swan lame duck Verizon Wireless assesses possibility making bid Sprint boiling cellphone merger scene
Fed Raises Interest Rate 225 Percent Reuters,Reuters Federal Reserve raised USinterest rates Tuesday quarterpercentage point thefifth time year said keep gradually liftingthem rockbottom levels forestall inflation
Islamic Scholar Visa Withheld Gives US Post,GENEVA Reuters prominent Swissbased Islamic scholar Tuesday gave plans teach leading US university waiting vain visa accused Bush administration trying silence
Sony Samsung Swap Patents,Sony Corp Samsung Electronics Co Ltd said Tuesday two companies signed patent crosslicensing agreement excludes certain key technologies
Dollars Gains Cut Fed Raises Rates,NEW YORK Reuters dollars gains clipped Tuesday Federal Reserve raised interest rates fifth time year expected quashed hopes aggressive rate tightening
Five Times Fed,Plus Intels still straining revenge nerds 13 billion Christmas present
Toshiba use perpendicular recording new HDDs,Toshiba close commercializing new data storage technology could significantly increase capacity harddisk drives said Tuesday
Saddam 39s aides set go trial,Trials Saddam Hussein 39s aides begin next week Iraqi interim Prime Minister Iyad Allawi said Speaking Iraq 39s National Council name lieutenants would go trial say Saddam would appear court
Fed lifts rates quarter point,Andrew Balls Washington Jennifer Hughes New York US Federal Reserve Tuesday raised interest rates quarter point 225 per cent signalled change assessment economic conditions
Hollywood sue server operators bid stymie online piracy,LOS ANGELES Hollywood movie studios Tuesday sued scores operators US Europeanbased computer servers help relay digitized movie files across online filesharing networks
Oil price rise adds airlines woes losses continue,global airline industry forecast made net losses 48bn year rise oil price overwhelmed efforts carriers cut costs
Hollywood Sues Computer Server Operators AP,AP Hollywood movie studios Tuesday sued scores operators US Europeanbased computer servers help relay digitized movie files across online filesharing networks
Chile pace justice quickens,judge ruled Gen Augusto Pinochet stand trial alleged involvement statesponsored torture
Memphis indefinitely suspends Sean Banks,Memphis forward Sean Banks suspended indefinitely Tuesday violating team rules Coach John Calipari provide information violation
Deal Thats Creating Plenty Buzz Mets,prospect Pedro Martnez going Queens potentially best news years Mets public relations battle Yankees
Briefly Israel Egypt US trade pact,Egypt Israel United States reached agreement allows Egyptian industry sell products using Israeli parts duty free America
McLeish upset Novo punishment,Rangers manager Alex McLeish criticised punishment handed Nacho Novo Scottish Football Association Novo Celtic striker Henri Camara given onematch bans
Samsung MMCmicro Cards,Samsung MMCmicro seems mobile phones soon getting yet another new memory storage format joining growing field eversmaller memory cards
Hockey Labor Talks Broken,TORONTO National Hockey League labor talks came halt Tuesday side rejected 39s proposal talks lasted three hours league making onehour presentation
Astronomers ready cometsmashing mission,NASA university astronomers eagerly awaiting launch space probe bound collide comet give researchers glimpse inside solar systems icy wanderers
Dollar 39s Fall Wake Call 39 Nations IMF 39s Rajan Says,decline US dollar signal policy makers need ensure currency 39s depreciation 39t hurt global growth International Monetary Fund chief economist Raghuram Rajan said
Racing Jockey Club abandons inquiry Fallon,Kieren Fallon look forward Christmas giggling children mince pies roaring log fires following announcement Jockey Club abandoned inquiry
Fed Panel Lifts Rates Says Increases Probable,Federal Reserve raised shortterm interest rates Tuesday fifth time year suggested rate increases order months ahead
Knee surgery Falcons 39 Duckett,CBC SPORTS ONLINE Atlanta Falcons running back TJ Duckett expected undergo minor arthroscopic surgery left knee Tuesday miss Saturday 39s contest versus Carolina
Mexico Police Present Mob Killing AP,AP amateur video released Tuesday shows Mexico City police present late last month street mob beat three plainclothes federal agents set two fire killing men
13 Louisville Beats NC 8551,LOUISVILLE Ky Sports Network Larry OBannon netted 25 points lead 13 Louisville North Carolina 8551 Freedom Hall
76ers rally 18 stun Nuggets,Allen Iverson 39t resist saw burgundy yellow shirt Willie Green put game quotThat 39s ugly shirt Willie quot Iverson shouted crowd reporters
Afghan Forces Arrest 2 Taliban Leaders,KANDAHAR Afghanistan Dec 14 Afghan forces captured two top figures deposed Taliban government including personal security chief leader Mohammad Omar provincial officials said Tuesday
Mesic Set Recapture Croat Presidency Reuters,Reuters Croatias liberal President StjepanMesic looked set win second term elections Sundayexit polls released state television showed
Mindawn offers DRMfree music downloads MacCentral,MacCentral Mindawn new online music download service differs Apple Computer Incs iTunes Music Store services ways compatible Macs PCs Linux computers music available lossless format Digital Rights Management DRM restrictions Mindawn launched September picking steam according founder
NHL Players Owners Reject Plans End Lockout,TORONTO Reuters Hopes saving National Hockey League season vanished Tuesday players team owners rejected proposals end labor dispute
Google partners libraries,Google 39s plan digitally scan books users access Internet search engine greeted delight tiny library hometown Half Moon Bay Calif
Business Fiat Talks Tough Ahead Key GM Meeting,quotThere good argument say Italian car plants could benefit relocation GM businesses Europe quot Marchionne quoted saying
World 39s tallest bridge opens France,bridge officially designated tallest world inaugurated President Jacques Chirac southern France Tuesday stunning feat engineering carry motorists 270m valley river Tarn
Mullah Omar Bin Laden run Afghan American forces ltbgtltbgt,18000 US troops innumerable Afghan forces process searching every inch Afhganistan AfghanPak border
Poland Cut OneThird Troops Iraq,Poland 39s defense minister Jerzy Szmajdzinski announced plans cut country 39s forces Iraq almost one third next year
King Pong Draws Fans,Spike TVs Video Game Awards Show attracts bigname celebrities bands gives fans votes
